state,city,RDPC
AL,Viçosa/AL,251.25
MG,Viçosa/MG,892.25
RN,Viçosa/RN,247.9
MG,Volta Grande/MG,515.46
RJ,Volta Redonda/RJ,920.51
SP,Votorantim/SP,703.99
SP,Votuporanga/SP,977.39
CE,Várzea Alegre/CE,276.17
PI,Várzea Branca/PI,201.49
MT,Várzea Grande/MT,668.86
PI,Várzea Grande/PI,251.64
BA,Várzea Nova/BA,234.88
SP,Várzea Paulista/SP,706.02
MG,Várzea da Palma/MG,413.59
BA,Várzea da Roça/BA,228.58
BA,Várzea do Poço/BA,296.74
PB,Várzea/PB,377.4
RN,Várzea/RN,289.33
BA,Wagner/BA,283.34
PI,Wall Ferraz/PI,195.12
BA,Wanderley/BA,275.76
TO,Wanderlândia/TO,376.35
MG,Wenceslau Braz/MG,439.73
PR,Wenceslau Braz/PR,594.42
BA,Wenceslau Guimarães/BA,257.12
RS,Westfália/RS,1136.67
SC,Witmarsum/SC,796.45
TO,Xambioá/TO,450.43
PR,Xambrê/PR,633.91
RS,Xangri-lá/RS,798.62
SC,Xanxerê/SC,906.11
AC,Xapuri/AC,382.24
SC,Xavantina/SC,973.81
SC,Xaxim/SC,783.29
PE,Xexéu/PE,243.39
PA,Xinguara/PA,520.57
BA,Xique-Xique/BA,265.25
PB,Zabelê/PB,272.94
SP,Zacarias/SP,605.79
SC,Zortéa/SC,861.63
MA,Zé Doca/MA,259.21
PA,Água Azul do Norte/PA,266.02
MG,Água Boa/MG,322.12
MT,Água Boa/MT,720.74
AL,Água Branca/AL,213.0
PB,Água Branca/PB,233.65
PI,Água Branca/PI,335.63
MS,Água Clara/MS,642.97
MG,Água Comprida/MG,701.19
MA,Água Doce do Maranhão/MA,172.55
ES,Água Doce do Norte/ES,377.39
SC,Água Doce/SC,722.21
GO,Água Fria de Goiás/GO,525.2
BA,Água Fria/BA,215.12
GO,Água Limpa/GO,591.23
RN,Água Nova/RN,212.82
PE,Água Preta/PE,195.47
RS,Água Santa/RS,1491.17
PE,Águas Belas/PE,239.3
MG,Águas Formosas/MG,389.57
SC,Águas Frias/SC,743.13
GO,Águas Lindas de Goiás/GO,449.38
SC,Águas Mornas/SC,754.54
MG,Águas Vermelhas/MG,306.97
SP,Águas da Prata/SP,853.39
SC,Águas de Chapecó/SC,673.13
SP,Águas de Lindóia/SP,730.13
SP,Águas de Santa Bárbara/SP,818.15
SP,Águas de São Pedro/SP,1580.72
ES,Águia Branca/ES,487.28
SP,Álvares Florence/SP,627.14
SP,Álvares Machado/SP,672.03
SP,Álvaro de Carvalho/SP,512.99
RS,Áurea/RS,686.1
PR,Ângulo/PR,641.37
BA,Érico Cardoso/BA,258.28
PA,Óbidos/PA,255.03
SP,Óleo/SP,676.94
